"char_id","char_name","uni_id","uni_name","question","personality","avg_rating","rank","rating_sd","number_ratings"
"HP1","Ron Weasley","HP","Harry Potter","high IQ/low IQ","low IQ",51.1,329,22.6,320
"HP1","Ron Weasley","HP","Harry Potter","atheist/theist","atheist",51.1,1214,30.1,109
"HP1","Ron Weasley","HP","Harry Potter","main character/side character","main character",51.1,951,38.1,20
"HP1","Ron Weasley","HP","Harry Potter","confidential/gossiping","confidential",50.1,1375,29.1,397
"HP1","Ron Weasley","HP","Harry Potter","cringeworthy/inspiring","cringeworthy",50.2,791,28.8,114
"HP1","Ron Weasley","HP","Harry Potter","idealist/realist","realist",50.2,1051,29.9,96
"HP1","Ron Weasley","HP","Harry Potter","avant-garde/classical","avant-garde",50.3,822,29.8,89
"HP20","Remus Lupin","HP","Harry Potter","loyal/traitorous","loyal",90.7,219,15.9,332
"HP20","Remus Lupin","HP","Harry Potter","high IQ/low IQ","high IQ",89.3,256,11.2,341
"HP20","Remus Lupin","HP","Harry Potter","love-focused/money-focused","love-focused",89,137,15.6,45
"HP20","Remus Lupin","HP","Harry Potter","heroic/villainous","heroic",88.3,184,17.8,315
"HP20","Remus Lupin","HP","Harry Potter","cruel/kind","kind",86.6,260,16.5,338
"HP20","Remus Lupin","HP","Harry Potter","diligent/lazy","diligent",86.4,536,15,335
"HP20","Remus Lupin","HP","Harry Potter","ignorant/knowledgeable","knowledgeable",86,234,20.4,60
"HP20","Remus Lupin","HP","Harry Potter","egalitarian/racist","egalitarian",85.7,369,20.3,126
"HP20","Remus Lupin","HP","Harry Potter","devoted/unfaithful","devoted",85.4,424,19.9,57
"HP20","Remus Lupin","HP","Harry Potter","confidential/gossiping","confidential",85.3,205,17.9,392
"HP20","Remus Lupin","HP","Harry Potter","competent/incompetent","competent",84.9,398,19.5,313
"HP20","Remus Lupin","HP","Harry Potter","helpless/resourceful","resourceful",84.4,405,19.8,108
"HP20","Remus Lupin","HP","Harry Potter","perceptive/unobservant","perceptive",84.4,406,18,60
"HP20","Remus Lupin","HP","Harry Potter","soulful/soulless","soulful",84,325,18.5,89
"HP20","Remus Lupin","HP","Harry Potter","noob/pro","pro",84,379,20,135
"HP20","Remus Lupin","HP","Harry Potter","trash/treasure","treasure",83.9,329,22.5,133
"HP20","Remus Lupin","HP","Harry Potter","morning lark/night owl","night owl",83.5,179,23.6,310
"HP20","Remus Lupin","HP","Harry Potter","apprentice/master","master",82.9,341,16.8,186
"HP20","Remus Lupin","HP","Harry Potter","generous/stingy","generous",82.5,156,20.5,72
"HP20","Remus Lupin","HP","Harry Potter","deep/shallow","deep",82.4,119,19.2,167
"HP20","Remus Lupin","HP","Harry Potter","foolish/wise","wise",82.3,165,19,386
"HP20","Remus Lupin","HP","Harry Potter","interesting/tiresome","interesting",82.3,213,16.7,302
"HP20","Remus Lupin","HP","Harry Potter","important/irrelevant","important",82.2,543,20.3,182
"HP20","Remus Lupin","HP","Harry Potter","dunce/genius","genius",82.1,291,16.4,372
"HP20","Remus Lupin","HP","Harry Potter","fearmongering/reassuring","reassuring",81.5,111,23,40
"HP20","Remus Lupin","HP","Harry Potter","loveable/punchable","loveable",81.4,211,24.8,59
"HP20","Remus Lupin","HP","Harry Potter","bookish/sporty","bookish",81.2,423,19.9,332
"HP20","Remus Lupin","HP","Harry Potter","intellectual/physical","intellectual",81.2,347,17.6,305
"HP20","Remus Lupin","HP","Harry Potter","altruistic/selfish","altruistic",81.1,185,20.8,352
"HP20","Remus Lupin","HP","Harry Potter","close-minded/open-minded","open-minded",81,141,20.9,377
"HP20","Remus Lupin","HP","Harry Potter","legit/scrub","legit",80.8,295,20.6,162
"HP20","Remus Lupin","HP","Harry Potter","indie/pop","indie",80.8,151,20.2,40
"HP20","Remus Lupin","HP","Harry Potter","alert/oblivious","alert",80.7,342,20,126
"HP20","Remus Lupin","HP","Harry Potter","respectful/rude","respectful",80.6,282,19.1,339
"HP20","Remus Lupin","HP","Harry Potter","accepting/judgemental","accepting",80.6,151,22.7,286
"HP20","Remus Lupin","HP","Harry Potter","🌟/💩","🌟",80.4,515,23.9,108
"HP20","Remus Lupin","HP","Harry Potter","trendy/vintage","vintage",80.4,318,17.6,63
"HP20","Remus Lupin","HP","Harry Potter","mysterious/unambiguous","mysterious",80.3,156,18.7,416
"HP20","Remus Lupin","HP","Harry Potter","entitled/grateful","grateful",80.3,134,20.1,76
"HP20","Remus Lupin","HP","Harry Potter","gregarious/private","private",80.1,233,21,372
"HP20","Remus Lupin","HP","Harry Potter","charismatic/uninspiring","charismatic",79.8,480,20.3,281
"HP20","Remus Lupin","HP","Harry Potter","👨‍🚀/🧙","🧙",79.8,107,24,168
"HP20","Remus Lupin","HP","Harry Potter","nurturing/poisonous","nurturing",79.8,295,20.8,153
"HP20","Remus Lupin","HP","Harry Potter","sheltered/street-smart","street-smart",79.7,366,21.7,322
"HP20","Remus Lupin","HP","Harry Potter","💪/🧠","🧠",79.6,447,20,135
"HP20","Remus Lupin","HP","Harry Potter","🎨/🏀","🎨",79.6,411,23.1,57
"HP20","Remus Lupin","HP","Harry Potter","f***-the-police/tattle-tale","f***-the-police",79.5,420,19.8,39
"HP20","Remus Lupin","HP","Harry Potter","believable/poorly-written","believable",79.3,405,18.8,41
"HP20","Remus Lupin","HP","Harry Potter","manicured/scruffy","scruffy",79.1,197,20.5,363
"HP20","Remus Lupin","HP","Harry Potter","juvenile/mature","mature",78.9,302,22.2,98
"HP20","Remus Lupin","HP","Harry Potter","cringeworthy/inspiring","inspiring",78.8,208,25.7,99
"HP20","Remus Lupin","HP","Harry Potter","badass/weakass","badass",78.8,659,22.2,61
"HP20","Remus Lupin","HP","Harry Potter","plastic/wooden","wooden",78.7,168,18.3,57
"HP20","Remus Lupin","HP","Harry Potter","persistent/quitter","persistent",78.7,1132,22.7,112
"HP20","Remus Lupin","HP","Harry Potter","arrogant/humble","humble",78.6,161,22.9,362
"HP20","Remus Lupin","HP","Harry Potter","extraordinary/mundane","extraordinary",78.6,409,21.4,294
"HP20","Remus Lupin","HP","Harry Potter","complicated/simple","complicated",78.6,376,23.2,300
"HP20","Remus Lupin","HP","Harry Potter","complimentary/insulting","complimentary",78.5,208,20.7,110
"HP20","Remus Lupin","HP","Harry Potter","open-book/secretive","secretive",78.4,398,20.6,64
"HP20","Remus Lupin","HP","Harry Potter","bored/interested","interested",78.2,281,20.3,59
"HP20","Remus Lupin","HP","Harry Potter","arcane/mainstream","arcane",78.2,154,19.9,282
"HP20","Remus Lupin","HP","Harry Potter","cunning/honorable","honorable",78.1,251,25.1,382
"HP20","Remus Lupin","HP","Harry Potter","introspective/not introspective","introspective",78,195,24,184
"HP20","Remus Lupin","HP","Harry Potter","jock/nerd","nerd",77.9,444,21.7,384
"HP20","Remus Lupin","HP","Harry Potter","fortunate/unlucky","unlucky",77.8,137,20.3,349
"HP20","Remus Lupin","HP","Harry Potter","guarded/open","guarded",77.7,572,20.6,322
"HP20","Remus Lupin","HP","Harry Potter","motivated/unmotivated","motivated",77.7,1063,22.6,36
"HP20","Remus Lupin","HP","Harry Potter","attentive/interrupting","attentive",77.5,170,22.8,52
"HP20","Remus Lupin","HP","Harry Potter","empath/psychopath","empath",77.1,429,26,76
"HP20","Remus Lupin","HP","Harry Potter","genocidal/not genocidal","not genocidal",77,577,27.3,37
"HP20","Remus Lupin","HP","Harry Potter","plays hard/works hard","works hard",76.7,483,21.7,335
"HP20","Remus Lupin","HP","Harry Potter","frugal/lavish","frugal",76.5,160,22.8,344
"HP20","Remus Lupin","HP","Harry Potter","indiscreet/tactful","tactful",76.4,229,21.7,121
"HP20","Remus Lupin","HP","Harry Potter","air/earth","earth",76.3,205,27.1,73
"HP20","Remus Lupin","HP","Harry Potter","feminist/sexist","feminist",76.1,643,24.1,165
"HP20","Remus Lupin","HP","Harry Potter","demure/vain","demure",76,100,20.9,287
"HP20","Remus Lupin","HP","Harry Potter","flamboyant/modest","modest",75.9,276,22.3,341
"HP20","Remus Lupin","HP","Harry Potter","giving/receiving","giving",75.9,358,25.9,40
"HP20","Remus Lupin","HP","Harry Potter","dispassionate/romantic","romantic",75.6,488,26.1,66
"HP20","Remus Lupin","HP","Harry Potter","rap/rock","rock",75.5,590,26.2,42
"HP20","Remus Lupin","HP","Harry Potter","impatient/patient","patient",75.4,148,25.2,155
"HP20","Remus Lupin","HP","Harry Potter","short/tall","tall",75.2,357,19.6,400
"HP20","Remus Lupin","HP","Harry Potter","jealous/opinionated","opinionated",75.1,509,24.4,39
"HP20","Remus Lupin","HP","Harry Potter","cold/warm","warm",75,422,22.2,318
"HP20","Remus Lupin","HP","Harry Potter","🏌/🤺","🤺",74.8,581,25,127
"HP20","Remus Lupin","HP","Harry Potter","open to new experinces/uncreative","open to new experinces",74.7,639,22.1,363
"HP20","Remus Lupin","HP","Harry Potter","oppressed/privileged","oppressed",74.7,148,23.8,49
"HP20","Remus Lupin","HP","Harry Potter","authoritarian/democratic","democratic",74.6,209,25.9,333
"HP20","Remus Lupin","HP","Harry Potter","ludicrous/sensible","sensible",74.6,365,21.9,356
"HP20","Remus Lupin","HP","Harry Potter","pointed/random","pointed",74.6,677,24.2,47
"HP20","Remus Lupin","HP","Harry Potter","loud/quiet","quiet",74.4,283,22.8,343
"HP20","Remus Lupin","HP","Harry Potter","genuine/sarcastic","genuine",74.2,309,25.2,294
"HP20","Remus Lupin","HP","Harry Potter","👟/🥾","🥾",74.1,270,26.3,125
"HP20","Remus Lupin","HP","Harry Potter","extrovert/introvert","introvert",74.1,214,22.7,351
"HP20","Remus Lupin","HP","Harry Potter","cheery/sorrowful","sorrowful",73.9,380,21.2,298
"HP20","Remus Lupin","HP","Harry Potter","driven/unambitious","driven",73.8,1137,23.4,290
"HP20","Remus Lupin","HP","Harry Potter","down2earth/head@clouds","down2earth",73.7,328,26.4,324
"HP20","Remus Lupin","HP","Harry Potter","conservative/liberal","liberal",73.6,412,28.1,122
"HP20","Remus Lupin","HP","Harry Potter","exaggerating/factual","factual",73.6,302,23.1,55
"HP20","Remus Lupin","HP","Harry Potter","clean/perverted","clean",73.5,636,24.8,59
"HP20","Remus Lupin","HP","Harry Potter","mighty/puny","mighty",73.4,634,21.2,358
"HP20","Remus Lupin","HP","Harry Potter","happy/sad","sad",73.4,360,19.3,351
"HP20","Remus Lupin","HP","Harry Potter","active/slothful","active",73.4,958,21.3,303
"HP20","Remus Lupin","HP","Harry Potter","😇/😈","😇",73.2,401,26.3,128
"HP20","Remus Lupin","HP","Harry Potter","goof-off/studious","studious",73.2,745,23,133
"HP20","Remus Lupin","HP","Harry Potter","overachiever/underachiever","overachiever",73.1,862,24.6,66
"HP20","Remus Lupin","HP","Harry Potter","chatty/reserved","reserved",73.1,371,22.7,350
"HP20","Remus Lupin","HP","Harry Potter","reclusive/social","reclusive",73.1,276,23,164
"HP20","Remus Lupin","HP","Harry Potter","low self esteem/narcissistic","low self esteem",73.1,159,23.1,60
"HP20","Remus Lupin","HP","Harry Potter","antagonist/protagonist","protagonist",73,761,26.8,25
"HP20","Remus Lupin","HP","Harry Potter","🤑/🤠","🤠",72.9,431,26.7,102
"HP20","Remus Lupin","HP","Harry Potter","salacious/wholesome","wholesome",72.9,448,25.7,104
"HP20","Remus Lupin","HP","Harry Potter","apathetic/curious","curious",72.8,514,24.4,335
"HP20","Remus Lupin","HP","Harry Potter","slacker/workaholic","workaholic",72.7,988,21.9,108
"HP20","Remus Lupin","HP","Harry Potter","rational/whimsical","rational",72.5,466,24,324
"HP20","Remus Lupin","HP","Harry Potter","competitive/cooperative","cooperative",72.4,227,25.7,319
"HP20","Remus Lupin","HP","Harry Potter","compersive/jealous","compersive",72.4,228,23.4,250
"HP20","Remus Lupin","HP","Harry Potter","resolute/wavering","resolute",72.4,544,24.1,125
"HP20","Remus Lupin","HP","Harry Potter","feminine/masculine","masculine",72.3,729,22.1,340
"HP20","Remus Lupin","HP","Harry Potter","fast/slow","fast",72.1,676,22.8,308
"HP20","Remus Lupin","HP","Harry Potter","lewd/tasteful","tasteful",72.1,475,22.6,304
"HP20","Remus Lupin","HP","Harry Potter","disorganized/self-disciplined","self-disciplined",72.1,880,26.9,306
"HP20","Remus Lupin","HP","Harry Potter","innocent/worldly","worldly",72,721,27.1,330
"HP20","Remus Lupin","HP","Harry Potter","flourishing/traumatized","traumatized",71.9,540,25.4,58
"HP20","Remus Lupin","HP","Harry Potter","fixable/unfixable","fixable",71.8,260,24.1,60
"HP20","Remus Lupin","HP","Harry Potter","angry/good-humored","good-humored",71.8,493,21.8,309
"HP20","Remus Lupin","HP","Harry Potter","cat person/dog person","dog person",71.7,317,31.4,49
"HP20","Remus Lupin","HP","Harry Potter","equitable/hypocritical","equitable",71.6,324,26.1,97
"HP20","Remus Lupin","HP","Harry Potter","quarrelsome/warm","warm",71.6,313,22.6,366
"HP20","Remus Lupin","HP","Harry Potter","generalist/specialist","specialist",71.5,324,24.8,79
"HP20","Remus Lupin","HP","Harry Potter","🙅‍♂️/🙋‍♂️","🙋‍♂️",71.5,334,29.9,116
"HP20","Remus Lupin","HP","Harry Potter","Italian/Swedish","Swedish",71.1,199,24.9,45
"HP20","Remus Lupin","HP","Harry Potter","relaxed/tense","tense",71,892,22.7,301
"HP20","Remus Lupin","HP","Harry Potter","historical/modern","historical",71,342,22.2,250
"HP20","Remus Lupin","HP","Harry Potter","go-getter/slugabed","go-getter",71,1050,24.8,104
"HP20","Remus Lupin","HP","Harry Potter","brave/careful","brave",70.9,589,26.6,323
"HP20","Remus Lupin","HP","Harry Potter","bourgeoisie/proletariat","proletariat",70.8,299,25.6,301
"HP20","Remus Lupin","HP","Harry Potter","ironic/profound","profound",70.8,183,22.7,60
"HP20","Remus Lupin","HP","Harry Potter","blue-collar/ivory-tower","blue-collar",70.6,376,27.1,290
"HP20","Remus Lupin","HP","Harry Potter","bad-cook/good-cook","good-cook",70.6,220,26,53
"HP20","Remus Lupin","HP","Harry Potter","deranged/reasonable","reasonable",70.6,520,25.3,134
"HP20","Remus Lupin","HP","Harry Potter","sage/whippersnapper","sage",70.5,185,23.4,42
"HP20","Remus Lupin","HP","Harry Potter","blissful/haunted","haunted",70.4,694,27.5,85
"HP20","Remus Lupin","HP","Harry Potter","obedient/rebellious","rebellious",70.1,739,24.1,336
"HP20","Remus Lupin","HP","Harry Potter","chill/offended","chill",70,208,25.7,53
"HP20","Remus Lupin","HP","Harry Potter","nonpolitical/political","political",69.6,456,27.8,328
"HP20","Remus Lupin","HP","Harry Potter","conventional/creative","creative",69.4,498,26.9,326
"HP20","Remus Lupin","HP","Harry Potter","codependent/independent","independent",69.4,714,30.1,407
"HP20","Remus Lupin","HP","Harry Potter","decorative/utilitarian","utilitarian",69.4,539,26.5,92
"HP20","Remus Lupin","HP","Harry Potter","forgiving/vengeful","forgiving",69.3,479,27.4,327
"HP20","Remus Lupin","HP","Harry Potter","cautious/impulsive","cautious",69.3,420,26.2,300
"HP20","Remus Lupin","HP","Harry Potter","poor/rich","poor",68.9,343,24.7,287
"HP20","Remus Lupin","HP","Harry Potter","👽/🤡","👽",68.9,345,25.6,114
"HP20","Remus Lupin","HP","Harry Potter","angelic/demonic","angelic",68.8,592,23.5,350
"HP20","Remus Lupin","HP","Harry Potter","🤣/😊","😊",68.8,585,26.6,134
"HP20","Remus Lupin","HP","Harry Potter","barbaric/civilized","civilized",68.7,849,26.4,347
"HP20","Remus Lupin","HP","Harry Potter","drop out/valedictorian","valedictorian",68.7,847,30.9,116
"HP20","Remus Lupin","HP","Harry Potter","adventurous/stick-in-the-mud","adventurous",68.6,676,25.4,317
"HP20","Remus Lupin","HP","Harry Potter","family-first/work-first","family-first",68.5,535,28.3,388
"HP20","Remus Lupin","HP","Harry Potter","deliberate/spontaneous","deliberate",68.4,726,26.8,342
"HP20","Remus Lupin","HP","Harry Potter","traditional/unorthodox","unorthodox",68.4,604,26,98
"HP20","Remus Lupin","HP","Harry Potter","overspender/penny-pincher","penny-pincher",67.9,419,22.5,168
"HP20","Remus Lupin","HP","Harry Potter","efficient/overprepared","efficient",67.6,592,26.5,46
"HP20","Remus Lupin","HP","Harry Potter","artistic/scientific","scientific",67.6,594,25.5,307
"HP20","Remus Lupin","HP","Harry Potter","healthy/sickly","sickly",67.5,187,23.1,323
"HP20","Remus Lupin","HP","Harry Potter","corporate/freelance","freelance",67.5,709,28.3,43
"HP20","Remus Lupin","HP","Harry Potter","princess/queen","queen",67.5,735,32.6,44
"HP20","Remus Lupin","HP","Harry Potter","conspiracist/sheeple","conspiracist",67.4,680,22.8,218
"HP20","Remus Lupin","HP","Harry Potter","slovenly/stylish","slovenly",67.3,270,24.4,310
"HP20","Remus Lupin","HP","Harry Potter","captain/first-mate","first-mate",67.3,569,30.5,378
"HP20","Remus Lupin","HP","Harry Potter","refined/rugged","rugged",67.2,468,25.5,310
"HP20","Remus Lupin","HP","Harry Potter","patriotic/unpatriotic","patriotic",67.1,731,28.6,138
"HP20","Remus Lupin","HP","Harry Potter","English/German","English",67.1,1184,33,63
"HP20","Remus Lupin","HP","Harry Potter","emotional/unemotional","emotional",67.1,925,26.6,45
"HP20","Remus Lupin","HP","Harry Potter","beautiful/ugly","beautiful",67,1229,27.4,108
"HP20","Remus Lupin","HP","Harry Potter","debased/pure","pure",66.9,563,25.2,321
"HP20","Remus Lupin","HP","Harry Potter","👩‍🎤/👩‍🔬","👩‍🔬",66.6,471,30.8,125
"HP20","Remus Lupin","HP","Harry Potter","businesslike/chivalrous","chivalrous",66.6,426,28.5,83
"HP20","Remus Lupin","HP","Harry Potter","insider/outsider","outsider",66.6,431,31,259
"HP20","Remus Lupin","HP","Harry Potter","🥰/🙃","🥰",66.5,478,31.5,183
"HP20","Remus Lupin","HP","Harry Potter","extravagant/thrifty","thrifty",66.5,450,28.9,68
"HP20","Remus Lupin","HP","Harry Potter","atheist/theist","atheist",66.4,625,28.7,95
"HP20","Remus Lupin","HP","Harry Potter","androgynous/gendered","gendered",66.3,1376,29.3,161
"HP20","Remus Lupin","HP","Harry Potter","👻/🤖","👻",66.3,426,26.6,124
"HP20","Remus Lupin","HP","Harry Potter","bad boy/white knight","white knight",66.3,728,26.5,43
"HP20","Remus Lupin","HP","Harry Potter","backdoor/official","backdoor",66.1,553,27.1,346
"HP20","Remus Lupin","HP","Harry Potter","naive/paranoid","paranoid",66.1,611,24.4,35
"HP20","Remus Lupin","HP","Harry Potter","attractive/repulsive","attractive",65.6,1131,24.9,365
"HP20","Remus Lupin","HP","Harry Potter","playful/serious","serious",65.6,834,23.3,341
"HP20","Remus Lupin","HP","Harry Potter","decisive/hesitant","decisive",65.6,927,26.5,324
"HP20","Remus Lupin","HP","Harry Potter","one-faced/two-faced","one-faced",65.6,920,32.6,70
"HP20","Remus Lupin","HP","Harry Potter","experimental/reliable","reliable",65.5,610,31.4,48
"HP20","Remus Lupin","HP","Harry Potter","📈/📉","📈",65.1,720,33,116
"HP20","Remus Lupin","HP","Harry Potter","rhythmic/stuttering","rhythmic",65.1,1002,27,44
"HP20","Remus Lupin","HP","Harry Potter","idealist/realist","realist",65,523,28.2,123
"HP20","Remus Lupin","HP","Harry Potter","cynical/gullible","cynical",65,802,26.4,37
"HP20","Remus Lupin","HP","Harry Potter","average/deviant","deviant",64.9,758,23.4,256
"HP20","Remus Lupin","HP","Harry Potter","normal/weird","weird",64.6,732,24.9,315
"HP20","Remus Lupin","HP","Harry Potter","precise/vague","precise",64.6,876,26.3,261
"HP20","Remus Lupin","HP","Harry Potter","rural/urban","rural",64.5,295,28.4,180
"HP20","Remus Lupin","HP","Harry Potter","envious/prideful","prideful",64.5,1052,25.8,69
"HP20","Remus Lupin","HP","Harry Potter","clumsy/coordinated","coordinated",64.4,996,28.1,357
"HP20","Remus Lupin","HP","Harry Potter","regular/zany","zany",64.4,688,25.6,111
"HP20","Remus Lupin","HP","Harry Potter","summer/winter","winter",64.3,545,31.6,46
"HP20","Remus Lupin","HP","Harry Potter","basic/hipster","hipster",64.1,330,25.8,341
"HP20","Remus Lupin","HP","Harry Potter","crafty/scholarly","scholarly",64.1,409,29,384
"HP20","Remus Lupin","HP","Harry Potter","disreputable/prestigious","prestigious",64.1,828,28.3,317
"HP20","Remus Lupin","HP","Harry Potter","literary/mathematical","literary",64.1,697,28.1,324
"HP20","Remus Lupin","HP","Harry Potter","crazy/sane","sane",64.1,537,28.2,134
"HP20","Remus Lupin","HP","Harry Potter","creepy/disarming","disarming",64,1031,26.6,132
"HP20","Remus Lupin","HP","Harry Potter","frank/sugarcoated","frank",64,1126,29.8,47
"HP20","Remus Lupin","HP","Harry Potter","thick/thin","thin",63.9,720,26,239
"HP20","Remus Lupin","HP","Harry Potter","hard/soft","soft",63.9,538,27.4,108
"HP20","Remus Lupin","HP","Harry Potter","🏋️‍♂️/🚴","🚴",63.8,1031,30.4,120
"HP20","Remus Lupin","HP","Harry Potter","chaste/lustful","chaste",63.4,418,24.3,311
"HP20","Remus Lupin","HP","Harry Potter","cosmopolitan/provincial","provincial",63.4,387,27.2,282
"HP20","Remus Lupin","HP","Harry Potter","existentialist/nihilist","existentialist",63.3,651,29.5,82
"HP20","Remus Lupin","HP","Harry Potter","cocky/timid","timid",63.3,242,23.1,37
"HP20","Remus Lupin","HP","Harry Potter","funny/humorless","funny",63.2,773,24.2,352
"HP20","Remus Lupin","HP","Harry Potter","self-assured/self-conscious","self-conscious",63.2,255,29.4,306
"HP20","Remus Lupin","HP","Harry Potter","builder/explorer","explorer",63.2,623,29.4,359
"HP20","Remus Lupin","HP","Harry Potter","bitter/sweet","sweet",63,675,24.8,303
"HP20","Remus Lupin","HP","Harry Potter","hoarder/unprepared","hoarder",63,733,20.6,291
"HP20","Remus Lupin","HP","Harry Potter","🎩/🧢","🎩",63,726,32,110
"HP20","Remus Lupin","HP","Harry Potter","🥵/🥶","🥵",63,603,27.5,81
"HP20","Remus Lupin","HP","Harry Potter","expressive/stoic","stoic",62.9,460,28.1,286
"HP20","Remus Lupin","HP","Harry Potter","concise/long-winded","concise",62.9,492,30.2,32
"HP20","Remus Lupin","HP","Harry Potter","💔/💝","💝",62.8,615,35.6,183
"HP20","Remus Lupin","HP","Harry Potter","triggered/trolling","triggered",62.8,855,28.6,51
"HP20","Remus Lupin","HP","Harry Potter","city-slicker/country-bumpkin","country-bumpkin",62.7,373,28.4,136
"HP20","Remus Lupin","HP","Harry Potter","🐮/🐷","🐮",62.5,550,27.8,177
"HP20","Remus Lupin","HP","Harry Potter","dry/moist","moist",62.5,460,25.9,51
"HP20","Remus Lupin","HP","Harry Potter","👨‍⚕️/👨‍🔧","👨‍⚕️",62.4,677,30.7,127
"HP20","Remus Lupin","HP","Harry Potter","on-time/tardy","on-time",62.4,1025,29.8,58
"HP20","Remus Lupin","HP","Harry Potter","old/young","old",62.3,523,18.2,360
"HP20","Remus Lupin","HP","Harry Potter","indulgent/sober","sober",62.2,517,29.1,345
"HP20","Remus Lupin","HP","Harry Potter","😏/😬","😏",62.2,712,29.2,124
"HP20","Remus Lupin","HP","Harry Potter","enlightened/lost","enlightened",62.2,500,27.5,63
"HP20","Remus Lupin","HP","Harry Potter","rough/smooth","rough",62.1,588,26.5,329
"HP20","Remus Lupin","HP","Harry Potter","gloomy/sunny","gloomy",62.1,770,27.6,52
"HP20","Remus Lupin","HP","Harry Potter","emotional/logical","logical",62,544,26.9,355
"HP20","Remus Lupin","HP","Harry Potter","instinctual/reasoned","reasoned",62,440,29.2,347
"HP20","Remus Lupin","HP","Harry Potter","loose/tight","tight",62,973,25.3,52
"HP20","Remus Lupin","HP","Harry Potter","freak/normie","freak",61.8,735,27.9,75
"HP20","Remus Lupin","HP","Harry Potter","desperate/high standards","high standards",61.7,851,23.9,86
"HP20","Remus Lupin","HP","Harry Potter","astonishing/methodical","methodical",61.6,836,29.5,325
"HP20","Remus Lupin","HP","Harry Potter","devout/heathen","devout",61.6,673,27.4,303
"HP20","Remus Lupin","HP","Harry Potter","direct/roundabout","direct",61.4,1080,28.6,297
"HP20","Remus Lupin","HP","Harry Potter","musical/off-key","musical",61.4,461,28.1,46
"HP20","Remus Lupin","HP","Harry Potter","anarchist/statist","anarchist",61.3,568,28.8,154
"HP20","Remus Lupin","HP","Harry Potter","flower child/goth","flower child",61.3,939,28.2,32
"HP20","Remus Lupin","HP","Harry Potter","predictable/quirky","quirky",61.3,614,21.9,34
"HP20","Remus Lupin","HP","Harry Potter","bright/depressed","depressed",61.2,562,27,354
"HP20","Remus Lupin","HP","Harry Potter","eloquent/unpolished","eloquent",61.2,954,29.7,270
"HP20","Remus Lupin","HP","Harry Potter","🐿/🦇","🦇",61.1,532,32.7,110
"HP20","Remus Lupin","HP","Harry Potter","French/Russian","French",61.1,791,31.1,52
"HP20","Remus Lupin","HP","Harry Potter","accommodating/stubborn","accommodating",61.1,263,30.3,82
"HP20","Remus Lupin","HP","Harry Potter","doer/thinker","thinker",61,320,26.6,88
"HP20","Remus Lupin","HP","Harry Potter","consistent/variable","consistent",60.9,825,31.7,51
"HP20","Remus Lupin","HP","Harry Potter","🎃/💀","🎃",60.9,554,31.2,47
"HP20","Remus Lupin","HP","Harry Potter","messy/neat","messy",60.8,514,29.1,266
"HP20","Remus Lupin","HP","Harry Potter","cool/dorky","cool",60.7,822,31.9,123
"HP20","Remus Lupin","HP","Harry Potter","🐐/🦒","🐐",60.7,854,31.5,170
"HP20","Remus Lupin","HP","Harry Potter","Greek/Roman","Roman",60.7,435,33,49
"HP20","Remus Lupin","HP","Harry Potter","boy/girl-next-door/celebrity","boy/girl-next-door",60.7,961,29.7,50
"HP20","Remus Lupin","HP","Harry Potter","involved/remote","involved",60.6,1196,28.9,333
"HP20","Remus Lupin","HP","Harry Potter","gamer/non-gamer","gamer",60.6,442,34.2,46
"HP20","Remus Lupin","HP","Harry Potter","fantastical/realistic","realistic",60.4,851,29.3,53
"HP20","Remus Lupin","HP","Harry Potter","pretentious/unassuming","unassuming",60.3,465,29.8,117
"HP20","Remus Lupin","HP","Harry Potter","expressive/monotone","expressive",60.3,951,25.7,37
"HP20","Remus Lupin","HP","Harry Potter","literal/metaphorical","metaphorical",60.2,306,29,315
"HP20","Remus Lupin","HP","Harry Potter","flexible/rigid","flexible",60.2,505,25.9,302
"HP20","Remus Lupin","HP","Harry Potter","imaginative/practical","practical",60.2,975,27.6,308
"HP20","Remus Lupin","HP","Harry Potter","🐒/🐩","🐩",60.2,732,34,82
"HP20","Remus Lupin","HP","Harry Potter","still/twitchy","twitchy",60.2,891,27.4,80
"HP20","Remus Lupin","HP","Harry Potter","dramatic/no-nonsense","no-nonsense",60,612,31,160
"HP20","Remus Lupin","HP","Harry Potter","domestic/industrial","domestic",60,533,28.5,78
"HP20","Remus Lupin","HP","Harry Potter","preppy/punk rock","punk rock",60,607,29.4,54
"HP20","Remus Lupin","HP","Harry Potter","hard/soft","soft",59.9,650,25,305
"HP20","Remus Lupin","HP","Harry Potter","demanding/unchallenging","demanding",59.8,1340,27.6,77
"HP20","Remus Lupin","HP","Harry Potter","scheduled/spontaneous","scheduled",59.7,923,31,358
"HP20","Remus Lupin","HP","Harry Potter","macho/metrosexual","metrosexual",59.7,920,27.8,53
"HP20","Remus Lupin","HP","Harry Potter","ambitious/realistic","realistic",59.7,445,30.7,63
"HP20","Remus Lupin","HP","Harry Potter","🧗/🛌","🧗",59.6,1026,31.1,174
"HP20","Remus Lupin","HP","Harry Potter","hard-work/natural-talent","hard-work",59.6,977,30.3,82
"HP20","Remus Lupin","HP","Harry Potter","flimsy/sturdy","sturdy",59.5,1133,29.5,49
"HP20","Remus Lupin","HP","Harry Potter","chortling/giggling","chortling",59.5,968,28.6,47
"HP20","Remus Lupin","HP","Harry Potter","outlaw/sheriff","outlaw",59.4,795,28.4,296
